id,Name,quantity
K1,saree,0
K2,saree,0
K3,saree,0
K4,saree,0
K5,saree,0
K6,saree,0
K7,saree,0
K8,saree,0
K9,saree,0
K10,saree,0
K11,saree,0
K12,saree,0
K13,saree,0
K14,saree,0
K15,saree,0
K16,saree,0
K17,saree,0
K18,saree,0
K19,saree,0
K20,saree,0
K21,saree,0
K22,saree,0
K23,saree,0
K24,saree,0
K25,saree,0
K26,saree,0
K27,saree,0
K28,saree,0
K29,saree,0
K30,saree,0
K31,saree,0
K32,saree,0
K33,saree,0
K34,saree,0
K35,saree,0
K36,saree,0
K37,saree,0
K38,saree,0
K39,saree,0
K40,saree,0
K41,saree,0
K42,saree,0
K43,saree,0
K44,saree,0
K45,saree,0
K46,saree,0
K47,saree,0
K48,saree,0
K49,saree,0
K50,saree,0
K51,saree,0
K52,saree,0
K53,saree,0
K54,saree,0
K55,saree,0
K56,saree,0
K57,saree,0
K58,saree,0
K59,saree,0
K60,saree,0
K61,saree,0
K62,saree,0
K63,saree,0
K64,saree,0
K65,saree,0
K66,saree,0
K67,saree,0
K68,saree,0
K69,saree,0
K70,saree,0
K71,saree,0
K72,saree,0
K73,saree,0
K74,saree,0
K75,saree,0
K76,saree,0
K77,saree,0
K78,saree,0
K79,saree,0
K80,saree,0
K81,saree,0
K82,saree,0
K83,saree,0
K84,saree,0
K85,saree,0
K86,saree,0
K87,saree,0
K88,saree,0
K89,saree,0
K90,saree,0
K91,saree,0
K92,saree,0
K93,saree,0
K94,saree,0
K95,saree,0
K96,saree,0
K97,saree,0
K98,saree,0
K99,saree,0
K100,saree,0
K101,saree,0
K102,saree,0
K103,saree,0
K104,saree,0
K105,saree,0
K106,saree,0
K107,saree,0
K108,saree,0
K109,saree,0
K110,saree,0
K111,saree,0
K112,saree,0
K113,saree,0
K114,saree,0
K115,saree,0
K116,saree,0
K117,saree,0
K118,saree,0
K119,saree,0
K120,saree,0
K121,saree,0
K122,saree,0
K123,saree,0
K124,saree,0
K125,saree,0
K126,saree,0
K127,saree,0
K128,saree,0
K129,saree,0
K130,saree,0
K131,saree,0
K132,saree,0
K133,saree,0
K134,saree,0
K135,saree,0
K136,saree,0
K137,saree,0
K138,saree,0
K139,saree,0
K140,saree,0
K141,saree,0
K142,saree,0
K143,saree,0
K144,saree,0
K145,saree,0
K146,saree,0
K147,saree,0
K148,saree,0
K149,saree,0
K150,saree,0
K151,saree,0
K152,saree,0
K153,saree,0
K154,saree,0
K155,saree,0
K156,saree,0
K157,saree,0
K158,saree,0
K159,saree,0
K160,saree,0
K161,saree,0
K162,saree,0
K163,saree,0
